No	Time	DC/AC	Value	Unit	AUTO
383	18:03:51	DC	19,66	mA	pass
384	18:03:51	DC	00,89	mA	pass
385	18:03:52	DC	00,89	mA	pass
386	18:03:53	DC	00,89	mA	pass
387	18:03:53	DC	13,47	mA	pass
388	18:03:54	DC	00,89	mA	pass
389	18:03:54	DC	00,88	mA	pass
390	18:03:55	DC	00,88	mA	pass
391	18:03:55	DC	01,49	mA	pass
392	18:03:56	DC	00,89	mA	pass
393	18:03:57	DC	00,89	mA	pass
394	18:03:57	DC	13,54	mA	pass
395	18:03:58	DC	00,89	mA	pass
396	18:03:58	DC	00,89	mA	pass
397	18:03:59	DC	00,89	mA	pass
398	18:03:59	DC	00,89	mA	pass
399	18:04:00	DC	00,89	mA	pass
400	18:04:01	DC	00,89	mA	pass
401	18:04:01	DC	07,68	mA	pass
402	18:04:02	DC	00,89	mA	pass
403	18:04:02	DC	00,88	mA	pass
404	18:04:03	DC	00,88	mA	pass
405	18:04:04	DC	00,89	mA	pass
406	18:04:04	DC	00,89	mA	pass
407	18:04:05	DC	00,88	mA	pass
408	18:04:05	DC	01,99	mA	pass
409	18:04:06	DC	00,89	mA	pass
410	18:04:06	DC	00,89	mA	pass
411	18:04:07	DC	00,89	mA	pass
412	18:04:08	DC	01,53	mA	pass
413	18:04:08	DC	00,90	mA	pass
414	18:04:09	DC	01,23	mA	pass
415	18:04:09	DC	12,05	mA	pass
416	18:04:10	DC	00,88	mA	pass
417	18:04:11	DC	00,88	mA	pass
418	18:04:11	DC	00,88	mA	pass
419	18:04:12	DC	00,89	mA	pass
420	18:04:12	DC	00,89	mA	pass
421	18:04:13	DC	00,89	mA	pass
422	18:04:14	DC	16,55	mA	pass
423	18:04:14	DC	00,88	mA	pass
424	18:04:15	DC	00,88	mA	pass
425	18:04:15	DC	00,89	mA	pass
426	18:04:16	DC	00,89	mA	pass
427	18:04:16	DC	00,89	mA	pass
428	18:04:17	DC	00,88	mA	pass
429	18:04:18	DC	04,84	mA	pass
430	18:04:18	DC	00,89	mA	pass
431	18:04:19	DC	00,89	mA	pass
432	18:04:19	DC	00,89	mA	pass
433	18:04:20	DC	01,53	mA	pass
434	18:04:20	DC	00,89	mA	pass
435	18:04:21	DC	00,89	mA	pass
436	18:04:22	DC	04,19	mA	pass
437	18:04:22	DC	34,32	mA	pass
438	18:04:23	DC	00,89	mA	pass
439	18:04:23	DC	00,89	mA	pass
440	18:04:24	DC	00,89	mA	pass
441	18:04:25	DC	00,89	mA	pass
442	18:04:25	DC	00,89	mA	pass
443	18:04:26	DC	08,49	mA	pass
444	18:04:26	DC	00,89	mA	pass
445	18:04:27	DC	00,89	mA	pass
446	18:04:28	DC	00,89	mA	pass
447	18:04:28	DC	00,89	mA	pass
448	18:04:29	DC	00,89	mA	pass
449	18:04:29	DC	00,88	mA	pass
450	18:04:30	DC	04,93	mA	pass
451	18:04:31	DC	00,89	mA	pass
452	18:04:31	DC	00,89	mA	pass
453	18:04:32	DC	00,89	mA	pass
454	18:04:32	DC	02,29	mA	pass
455	18:04:33	DC	00,89	mA	pass
456	18:04:33	DC	00,89	mA	pass
457	18:04:34	DC	00,89	mA	pass
458	18:04:35	DC	35,25	mA	pass
459	18:04:35	DC	00,89	mA	pass
460	18:04:36	DC	30,47	mA	pass
461	18:04:36	DC	00,89	mA	pass
462	18:04:37	DC	00,89	mA	pass
463	18:04:38	DC	00,88	mA	pass
464	18:04:38	DC	02,89	mA	pass
465	18:04:39	DC	00,89	mA	pass
466	18:04:39	DC	00,89	mA	pass
467	18:04:40	DC	00,89	mA	pass
468	18:04:40	DC	00,89	mA	pass
469	18:04:41	DC	00,89	mA	pass
470	18:04:42	DC	00,88	mA	pass
471	18:04:42	DC	21,11	mA	pass
472	18:04:43	DC	00,89	mA	pass
473	18:04:43	DC	00,89	mA	pass
474	18:04:44	DC	00,88	mA	pass
475	18:04:44	DC	00,89	mA	pass
476	18:04:45	DC	00,89	mA	pass
477	18:04:46	DC	00,89	mA	pass
478	18:04:46	DC	16,94	mA	pass
479	18:04:47	DC	39,85	mA	pass
480	18:04:47	DC	00,89	mA	pass
481	18:04:48	DC	00,89	mA	pass
482	18:04:48	DC	20,10	mA	pass
483	18:04:49	DC	00,88	mA	pass
484	18:04:50	DC	00,88	mA	pass
485	18:04:50	DC	00,89	mA	pass
486	18:04:51	DC	00,89	mA	pass
487	18:04:51	DC	00,89	mA	pass
488	18:04:52	DC	00,89	mA	pass
489	18:04:53	DC	00,89	mA	pass
490	18:04:53	DC	00,89	mA	pass
491	18:04:54	DC	00,89	mA	pass
492	18:04:54	DC	05,09	mA	pass
493	18:04:55	DC	00,89	mA	pass
494	18:04:55	DC	00,88	mA	pass
495	18:04:56	DC	00,88	mA	pass
496	18:04:57	DC	00,89	mA	pass
497	18:04:57	DC	00,88	mA	pass
498	18:04:58	DC	00,88	mA	pass
499	18:04:58	DC	21,94	mA	pass
500	18:04:59	DC	18,89	mA	pass
501	18:05:00	DC	00,89	mA	pass
502	18:05:00	DC	00,89	mA	pass
503	18:05:01	DC	30,34	mA	pass
504	18:05:01	DC	00,89	mA	pass
505	18:05:02	DC	00,89	mA	pass
506	18:05:03	DC	00,89	mA	pass
507	18:05:03	DC	00,89	mA	pass
508	18:05:04	DC	00,89	mA	pass
509	18:05:04	DC	00,88	mA	pass
510	18:05:05	DC	00,89	mA	pass
511	18:05:05	DC	00,88	mA	pass
512	18:05:06	DC	00,88	mA	pass
513	18:05:07	DC	03,61	mA	pass
514	18:05:07	DC	00,88	mA	pass
515	18:05:08	DC	00,88	mA	pass
516	18:05:08	DC	00,88	mA	pass
517	18:05:09	DC	00,89	mA	pass
518	18:05:09	DC	00,89	mA	pass
519	18:05:10	DC	00,89	mA	pass
520	18:05:11	DC	18,41	mA	pass
521	18:05:11	DC	15,13	mA	pass
522	18:05:12	DC	00,89	mA	pass
523	18:05:12	DC	00,89	mA	pass
524	18:05:13	DC	20,71	mA	pass
525	18:05:14	DC	00,89	mA	pass
526	18:05:14	DC	00,89	mA	pass
527	18:05:15	DC	00,89	mA	pass
528	18:05:15	DC	00,89	mA	pass
529	18:05:16	DC	00,89	mA	pass
530	18:05:17	DC	00,89	mA	pass
531	18:05:17	DC	02,92	mA	pass
532	18:05:18	DC	00,89	mA	pass
533	18:05:18	DC	00,89	mA	pass
534	18:05:19	DC	00,88	mA	pass
535	18:05:19	DC	00,88	mA	pass
536	18:05:20	DC	00,89	mA	pass
537	18:05:21	DC	00,89	mA	pass
538	18:05:21	DC	01,34	mA	pass
539	18:05:22	DC	00,90	mA	pass
540	18:05:22	DC	00,90	mA	pass
541	18:05:23	DC	08,42	mA	pass
542	18:05:23	DC	00,90	mA	pass
543	18:05:24	DC	28,96	mA	pass
544	18:05:25	DC	00,89	mA	pass
545	18:05:25	DC	05,18	mA	pass
546	18:05:26	DC	00,89	mA	pass
547	18:05:26	DC	00,89	mA	pass
548	18:05:27	DC	00,89	mA	pass
549	18:05:27	DC	00,89	mA	pass
550	18:05:28	DC	00,89	mA	pass
551	18:05:29	DC	00,89	mA	pass
552	18:05:29	DC	05,93	mA	pass
553	18:05:30	DC	00,88	mA	pass
554	18:05:30	DC	00,88	mA	pass
555	18:05:31	DC	00,89	mA	pass
556	18:05:32	DC	05,36	mA	pass
557	18:05:32	DC	00,89	mA	pass
558	18:05:33	DC	00,89	mA	pass
559	18:05:33	DC	00,89	mA	pass
560	18:05:34	DC	00,89	mA	pass
561	18:05:34	DC	00,89	mA	pass
562	18:05:35	DC	00,89	mA	pass
563	18:05:36	DC	00,89	mA	pass
564	18:05:36	DC	29,93	mA	pass
565	18:05:37	DC	00,88	mA	pass
566	18:05:37	DC	05,52	mA	pass
567	18:05:38	DC	00,89	mA	pass
568	18:05:39	DC	00,89	mA	pass
569	18:05:39	DC	00,89	mA	pass
570	18:05:40	DC	00,89	mA	pass
571	18:05:40	DC	00,89	mA	pass
572	18:05:41	DC	00,89	mA	pass
573	18:05:41	DC	19,01	mA	pass
574	18:05:42	DC	00,89	mA	pass
575	18:05:43	DC	00,89	mA	pass
576	18:05:43	DC	00,89	mA	pass
577	18:05:44	DC	07,68	mA	pass
578	18:05:44	DC	00,89	mA	pass
579	18:05:45	DC	00,89	mA	pass
580	18:05:46	DC	00,91	mA	pass
581	18:05:46	DC	01,54	mA	pass
582	18:05:47	DC	00,89	mA	pass
583	18:05:47	DC	01,08	mA	pass
584	18:05:48	DC	08,90	mA	pass
585	18:05:49	DC	00,89	mA	pass
586	18:05:49	DC	00,89	mA	pass
587	18:05:50	DC	05,47	mA	pass
588	18:05:50	DC	00,89	mA	pass
589	18:05:51	DC	00,88	mA	pass
590	18:05:51	DC	00,88	mA	pass
591	18:05:52	DC	00,89	mA	pass
592	18:05:53	DC	00,89	mA	pass
593	18:05:53	DC	00,89	mA	pass
594	18:05:54	DC	15,38	mA	pass
595	18:05:54	DC	00,89	mA	pass
596	18:05:55	DC	00,88	mA	pass
597	18:05:55	DC	00,88	mA	pass
598	18:05:56	DC	19,49	mA	pass
599	18:05:57	DC	00,89	mA	pass
600	18:05:57	DC	00,89	mA	pass
601	18:05:58	DC	00,89	mA	pass
602	18:05:58	DC	00,89	mA	pass
603	18:05:59	DC	00,89	mA	pass
604	18:05:59	DC	00,89	mA	pass
605	18:06:00	DC	22,31	mA	pass
606	18:06:01	DC	00,89	mA	pass
607	18:06:01	DC	00,89	mA	pass
608	18:06:02	DC	00,89	mA	pass
609	18:06:02	DC	00,89	mA	pass
610	18:06:03	DC	00,89	mA	pass
611	18:06:04	DC	00,89	mA	pass
612	18:06:04	DC	00,89	mA	pass
613	18:06:05	DC	00,89	mA	pass
614	18:06:05	DC	00,88	mA	pass
615	18:06:06	DC	05,41	mA	pass
616	18:06:07	DC	00,89	mA	pass
617	18:06:07	DC	00,88	mA	pass
618	18:06:08	DC	00,88	mA	pass
619	18:06:08	DC	00,89	mA	pass
620	18:06:09	DC	00,89	mA	pass
621	18:06:09	DC	00,88	mA	pass
622	18:06:10	DC	00,88	mA	pass
623	18:06:11	DC	00,90	mA	pass
624	18:06:11	DC	00,90	mA	pass
625	18:06:12	DC	00,89	mA	pass
626	18:06:12	DC	22,53	mA	pass
627	18:06:13	DC	00,89	mA	pass
628	18:06:14	DC	00,89	mA	pass
629	18:06:14	DC	00,89	mA	pass
630	18:06:15	DC	00,89	mA	pass
631	18:06:15	DC	00,88	mA	pass
632	18:06:16	DC	00,88	mA	pass
633	18:06:16	DC	06,04	mA	pass
634	18:06:17	DC	00,88	mA	pass
635	18:06:18	DC	00,88	mA	pass
636	18:06:18	DC	00,88	mA	pass
637	18:06:19	DC	00,89	mA	pass
638	18:06:19	DC	00,88	mA	pass
639	18:06:20	DC	00,88	mA	pass
640	18:06:21	DC	00,89	mA	pass
641	18:06:21	DC	00,89	mA	pass
642	18:06:22	DC	00,89	mA	pass
643	18:06:22	DC	05,00	mA	pass
644	18:06:23	DC	00,90	mA	pass
645	18:06:24	DC	00,89	mA	pass
646	18:06:24	DC	00,89	mA	pass
647	18:06:25	DC	01,50	mA	pass
648	18:06:25	DC	35,86	mA	pass
649	18:06:26	DC	00,89	mA	pass
650	18:06:27	DC	09,14	mA	pass
651	18:06:27	DC	00,89	mA	pass
652	18:06:28	DC	00,89	mA	pass
653	18:06:28	DC	00,89	mA	pass
654	18:06:29	DC	00,89	mA	pass
655	18:06:29	DC	00,88	mA	pass
656	18:06:30	DC	00,88	mA	pass
657	18:06:31	DC	00,88	mA	pass
658	18:06:31	DC	00,89	mA	pass
659	18:06:32	DC	00,89	mA	pass
660	18:06:32	DC	00,89	mA	pass
661	18:06:33	DC	00,89	mA	pass
662	18:06:34	DC	00,88	mA	pass
663	18:06:34	DC	00,88	mA	pass
